ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
2010,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3430
2010,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,30247
2010,41,Huila,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,11343
2010,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,13217
2010,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,2056
2010,41,Huila,Mujer,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,6268
2010,41,Huila,Mujer,Centros Poblados y Rural Disperso,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,6268
2011,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2248
2011,41,Huila,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,21178
2011,41,Huila,Hombre,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,7949
2011,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,8146
2011,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6006
2011,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2940
2011,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,28345
2011,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,6541
2012,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,12175
2012,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,7133
2012,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2281
2012,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,5161
2012,41,Huila,Hombre,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,22157
2012,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,17655
2012,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6213
2012,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,4422
2012,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2993
2012,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,28689
2013,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,12608
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,18211
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,11653
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6442
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,4544
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,3040
2013,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,2852
2013,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,21633
2014,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,13053
2014,41,Huila,Hombre,Cabecera Municipal,C753,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,10215
2014,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,18689
2014,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,15594
2014,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,3001
2014,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,28582
2015,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,15844
2015,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,5580
2015,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,22419
2015,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,4800
2015,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,3139
2015,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,5968
2016,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,16073
2016,41,Huila,Hombre,Cabecera Municipal,C740,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,16073
2016,41,Huila,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,28826
2017,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,16931
2017,41,Huila,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,11390
2017,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,20454
2017,41,Huila,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,13835
2017,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3617
2018,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,16403
2018,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,20516
2018,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,19953
2018,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,18118
2018,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,14468
2018,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,11018
2018,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,5143
2018,41,Huila,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1957
2019,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,18894
2019,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,17006
2019,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,30018
2019,41,Huila,Hombre,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3359
2019,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,18540
2019,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,8394
2020,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,12704
2020,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,9563
2020,41,Huila,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,2661
2020,41,Huila,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6792
2020,41,Huila,Hombre,Cabecera Municipal,C755,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,22267
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,18871
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,15738
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,12002
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,8804
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,3710
2020,41,Huila,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,3854
2020,41,Huila,Mujer,Centros Poblados y Rural Disperso,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,9202
2020,41,Huila,Mujer,Centros Poblados y Rural Disperso,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,9202
1986,44,La Guajira,Mujer,Cabecera Municipal,1949,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,21423
1993,44,La Guajira,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,8795
1994,44,La Guajira,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,9031
1994,44,La Guajira,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4149
1995,44,La Guajira,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,4964
1995,44,La Guajira,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2192
1995,44,La Guajira,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,1444
2000,44,La Guajira,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,985
2001,44,La Guajira,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,666
2005,44,La Guajira,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4195
2005,44,La Guajira,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2174
2006,44,La Guajira,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,1548
2007,44,La Guajira,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,2847
2010,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4791
2013,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,977
2014,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2336
2014,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,981
2016,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,3922
2017,44,La Guajira,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,23658
2017,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,1673
2018,44,La Guajira,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,1404
2018,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,11878
2018,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,6543
2018,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1245
2018,44,La Guajira,Mujer,Cabecera Municipal,C741,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1032
2019,44,La Guajira,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,25629
2020,44,La Guajira,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,2134
1998,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,14853
2007,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,6169
2008,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,2483
2009,47,Magdalena,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,12082
2014,47,Magdalena,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,7597
2014,47,Magdalena,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,3439
2019,47,Magdalena,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,2,34324
2019,47,Magdalena,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,3879
1986,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,4535
1986,47,Magdalena,Mujer,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,26324
1987,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,7356
1988,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,7645
1989,47,Magdalena,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,28513
1990,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,16445
1992,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,15105
1992,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,6489
1993,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,6789
1994,47,Magdalena,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,24530
1995,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,3930
1996,47,Magdalena,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4053
1996,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,11037
1996,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1434
1996,47,Magdalena,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1276
1998,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,6291
1998,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,4646
1999,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,8110
2000,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,25008
2000,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,1044
2000,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,13710
2000,47,Magdalena,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,21087
2001,47,Magdalena,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,25843
2001,47,Magdalena,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,41060
2002,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,14251
2002,47,Magdalena,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,40763
2002,47,Magdalena,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,2282
2003,47,Magdalena,Hombre,Centros Poblados y Rural Disperso,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2691
2003,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,7133
2004,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,12623
2004,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,7294
2005,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,9416
2005,47,Magdalena,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,7177
2005,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,9903
2005,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,4251
2006,47,Magdalena,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,22699
2006,47,Magdalena,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2292
2006,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,21543
2006,47,Magdalena,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,2709
2006,47,Magdalena,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,927
2007,47,Magdalena,Mujer,Cabecera Municipal,C741,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,22349
2007,47,Magdalena,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,30201
2007,47,Magdalena,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,4539
